id,carat,cut,color,clarity,depth,table,x,y,z,price
353,2.21,Premium,H,SI2,62.9,60.0,8.27,8.23,5.19,13369
354,1.01,Ideal,G,SI2,60.5,58.0,6.52,6.48,3.93,4327
355,0.31,Ideal,J,VVS2,61.8,54.0,4.38,4.39,2.71,453
356,0.46,Fair,G,VS2,65.3,56.0,4.83,4.76,3.13,1002
357,0.23,Ideal,E,VVS2,62.5,57.0,3.92,3.99,2.47,530
358,0.55,Ideal,I,VVS1,61.7,56.0,5.29,5.24,3.25,1712
359,0.32,Ideal,F,VVS1,62.3,56.0,4.38,4.35,2.72,990
360,1.5,Premium,J,SI2,62.6,56.0,7.24,7.11,4.51,5268
361,0.42,Premium,F,SI1,61.8,58.0,4.81,4.84,2.98,773
362,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,8794
363,0.72,Good,D,SI2,64.1,57.0,5.64,5.71,3.64,2254
364,1.01,Fair,G,SI1,66.9,56.0,6.15,6.22,4.14,4102
365,0.63,Ideal,E,VS2,62.1,56.0,5.54,5.51,3.43,2156
366,1.07,Very Good,G,VS1,61.2,55.0,6.63,6.67,4.07,6780
367,0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,2207
368,1.59,Premium,H,VS2,62.1,58.0,7.42,7.48,4.63,11333
369,0.4,Very Good,G,VS2,62.9,56.0,4.69,4.72,2.96,807
370,0.41,Ideal,F,VVS1,60.7,56.0,4.81,4.85,2.93,1295
371,1.51,Premium,J,VS2,62.8,59.0,7.2,7.17,4.51,7553
372,1.03,Ideal,D,VS1,61.5,57.0,6.48,6.52,4.0,8742
373,1.03,Premium,H,VS1,61.2,58.0,6.52,6.55,4.0,5744
374,0.33,Premium,E,SI1,60.4,59.0,4.47,4.43,2.69,743
375,0.32,Ideal,E,VVS2,61.9,54.0,4.41,4.44,2.74,843
376,0.34,Ideal,E,SI1,61.0,55.0,4.54,4.56,2.77,637
377,0.51,Ideal,G,SI2,62.1,56.0,5.1,5.13,3.18,1148
378,0.9,Good,E,VS2,63.1,58.0,6.11,6.15,3.87,4580
379,0.41,Very Good,F,VS1,61.5,57.0,4.77,4.81,2.95,974
380,2.11,Premium,I,SI2,58.4,62.0,8.43,8.39,4.91,14615
381,1.11,Ideal,E,IF,61.8,55.0,6.65,6.69,4.12,15464
382,1.7,Ideal,I,VVS2,61.7,57.0,7.67,7.62,4.71,13247
383,0.3,Ideal,E,VS1,61.5,56.0,4.37,4.31,2.67,911
384,0.3,Ideal,F,IF,61.8,56.0,4.29,4.32,2.66,886
385,0.32,Very Good,G,IF,62.9,55.0,4.37,4.4,2.75,872
386,1.33,Premium,E,SI2,61.0,60.0,7.13,7.05,4.33,6256
387,0.73,Ideal,E,VS2,62.2,56.0,5.76,5.78,3.59,3328
388,0.7,Good,E,VS1,61.0,61.0,5.69,5.72,3.48,2952
389,1.06,Very Good,G,VS2,59.4,59.0,6.68,6.63,3.95,6217
390,0.52,Premium,I,SI1,62.9,58.0,5.14,5.04,3.2,1105
391,1.01,Very Good,D,IF,63.4,59.0,6.39,6.26,4.01,15219
392,0.51,Ideal,E,VS2,60.7,56.0,5.17,5.21,3.15,1877
393,0.33,Ideal,D,VS2,62.3,56.0,4.43,4.46,2.77,781
394,0.33,Very Good,H,IF,62.9,58.0,4.38,4.43,2.77,787
395,0.4,Ideal,D,VS2,61.3,57.0,4.75,4.77,2.92,982
396,0.5,Very Good,D,SI1,60.8,58.0,5.07,5.13,3.1,1436
397,0.5,Ideal,D,VS2,62.3,55.0,5.11,5.07,3.17,1845
398,0.32,Ideal,H,VVS1,62.2,56.0,4.38,4.37,2.72,936
399,0.34,Ideal,E,VS2,62.1,54.1,4.47,4.5,2.78,758
400,0.61,Ideal,G,VVS2,61.6,54.0,5.45,5.49,3.37,2242
401,1.07,Good,D,SI2,61.0,62.0,6.6,6.68,4.05,4710
402,1.01,Ideal,F,VVS1,60.5,60.0,6.45,6.47,3.91,10197
403,1.52,Ideal,H,SI1,61.4,55.0,7.38,7.48,4.56,10239
404,0.7,Premium,H,SI2,62.8,59.0,5.65,5.62,3.54,2142
405,1.02,Very Good,F,SI1,63.3,58.0,6.39,6.35,4.03,5038
406,0.5,Premium,E,SI2,59.4,60.0,5.21,5.16,3.08,1181
407,0.37,Premium,E,VS2,61.0,59.0,4.59,4.63,2.81,811
408,1.26,Very Good,D,SI1,59.9,59.0,7.02,7.14,4.24,7785
409,0.4,Very Good,G,VS1,60.0,56.0,4.81,4.85,2.9,853
410,2.08,Premium,E,SI2,62.3,59.0,8.22,8.16,5.1,15873
411,0.51,Ideal,E,VS2,61.0,57.0,5.21,5.12,3.15,1662
412,1.3,Very Good,G,VS1,62.5,57.0,6.92,6.96,4.34,9837
413,0.37,Premium,H,VS2,59.5,61.0,4.67,4.64,2.77,749
414,0.34,Very Good,E,SI1,63.2,55.0,4.49,4.46,2.83,765
415,0.35,Very Good,E,SI1,61.9,58.0,4.49,4.52,2.79,614
416,0.38,Ideal,I,SI1,61.7,56.0,4.64,4.67,2.87,610
417,0.78,Ideal,E,SI2,60.8,56.0,5.98,5.92,3.62,2340
418,0.9,Very Good,D,SI1,61.1,63.0,6.21,6.17,3.78,3997
419,0.34,Ideal,E,VS1,61.2,57.0,4.51,4.45,2.74,1033
420,0.34,Ideal,G,VVS1,61.5,56.0,4.47,4.5,2.75,844
421,2.23,Very Good,G,I1,63.5,57.0,8.24,8.2,5.22,7006
422,1.6,Ideal,H,SI1,62.7,56.0,7.51,7.39,4.67,9548
423,2.12,Ideal,I,SI2,61.0,57.0,8.28,8.31,5.06,15647
424,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,620
425,1.02,Good,D,SI1,61.0,63.0,6.48,6.54,3.97,5219
426,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2528
427,2.09,Ideal,I,SI1,61.8,56.0,8.15,8.22,5.06,17114
428,0.33,Premium,G,VS1,61.6,57.0,4.51,4.42,2.75,797
429,0.39,Good,F,VS1,62.8,61.0,4.63,4.67,2.92,847
430,0.31,Ideal,E,VS2,61.7,55.0,4.33,4.36,2.68,680
431,1.23,Premium,G,VS1,59.8,57.0,6.99,6.96,4.17,9574
432,1.12,Premium,G,SI2,60.8,55.0,6.84,6.69,4.11,4798
433,0.56,Very Good,G,VS2,63.4,58.0,5.23,5.28,3.33,1590
434,0.92,Premium,D,SI2,62.4,58.0,6.18,6.19,3.86,4168
435,1.7,Good,H,VS2,62.5,59.0,7.48,7.58,4.71,12723
436,2.11,Very Good,I,SI1,62.4,53.0,8.17,8.27,5.13,14740
437,1.01,Very Good,I,SI2,61.4,63.0,6.33,6.38,3.9,3792
438,0.4,Ideal,G,SI1,62.7,57.0,4.65,4.69,2.93,736
439,0.74,Ideal,F,VVS2,61.4,56.0,5.83,5.86,3.59,3842
440,0.46,Fair,E,VS2,66.8,61.0,4.84,4.71,3.2,1070
441,1.16,Ideal,G,SI2,61.3,55.0,6.79,6.84,4.18,4425
442,0.92,Premium,F,SI2,58.1,58.0,6.46,6.41,3.74,3282
443,2.02,Premium,I,SI2,61.7,58.0,8.07,8.0,4.96,14350
444,0.55,Ideal,G,VVS2,62.3,53.0,5.27,5.29,3.29,1799
445,1.7,Good,J,VS2,64.0,58.0,7.41,7.47,4.76,8146
446,1.64,Ideal,F,VS2,61.8,53.0,7.62,7.63,4.71,15458
447,1.51,Very Good,E,SI2,61.9,57.0,7.35,7.41,4.57,7848
448,0.5,Ideal,I,VS1,61.0,57.0,5.11,5.13,3.12,1266
449,0.83,Ideal,E,SI1,62.7,57.0,5.96,6.01,3.75,3231
450,0.31,Ideal,I,SI1,60.8,56.0,4.38,4.41,2.67,436
451,0.5,Good,E,VS2,57.8,60.0,5.2,5.29,3.03,1365
452,1.12,Ideal,G,VS1,61.6,55.0,6.69,6.72,4.13,7716
453,0.31,Ideal,D,VS2,61.2,55.0,4.39,4.37,2.68,942
454,1.12,Ideal,E,SI2,60.9,57.0,6.66,6.6,4.04,3864
455,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,948
456,0.43,Ideal,E,VVS2,61.8,57.0,4.79,4.85,2.98,1308
457,0.91,Ideal,H,SI2,60.3,57.0,6.31,6.27,3.79,3363
458,0.54,Ideal,E,SI2,60.4,57.0,5.27,5.33,3.2,1246
459,1.06,Ideal,J,SI2,61.3,57.0,6.55,6.6,4.03,3932
460,0.3,Good,H,VS2,63.5,59.0,4.2,4.27,2.69,473
461,0.41,Ideal,H,VS1,62.7,56.0,4.73,4.77,2.98,827
462,1.53,Premium,G,I1,62.8,58.0,7.39,7.28,4.61,6183
463,1.0,Good,E,VVS1,64.1,62.0,6.29,6.26,4.02,7084
464,1.01,Ideal,I,SI1,61.2,56.0,6.48,6.51,3.97,4825
465,2.35,Premium,H,SI1,62.6,60.0,8.42,8.38,5.26,17999
466,0.82,Ideal,E,SI2,60.9,56.0,6.06,6.12,3.71,3328
467,1.03,Premium,H,VS2,61.8,58.0,6.48,6.43,3.99,5722
468,1.01,Premium,J,SI2,61.9,59.0,6.38,6.34,3.94,3658
469,0.33,Very Good,G,VVS2,60.0,63.0,4.45,4.49,2.68,752
470,0.38,Very Good,H,SI1,61.2,62.0,4.62,4.66,2.84,633
471,0.26,Ideal,D,VS1,62.0,55.0,4.1,4.12,2.55,452
472,1.07,Very Good,G,VS1,60.9,55.0,6.6,6.64,4.03,6998
473,1.59,Ideal,H,VVS2,62.6,54.0,7.43,7.47,4.67,12971
474,0.78,Good,E,SI1,57.9,62.0,6.06,6.03,3.5,2723
475,1.17,Premium,F,VS2,60.2,58.0,6.88,6.85,4.13,8256
476,0.4,Ideal,E,VVS2,62.1,56.0,4.7,4.73,2.93,1158
477,0.91,Premium,F,SI2,60.5,59.0,6.21,6.19,3.75,2461
478,0.44,Premium,H,SI2,59.3,60.0,5.01,4.98,2.96,759
479,0.4,Very Good,F,SI1,62.2,57.0,4.67,4.72,2.92,737
480,0.8,Very Good,E,SI1,63.1,57.0,5.94,5.86,3.72,3293
481,0.31,Ideal,G,SI2,61.9,55.0,4.37,4.39,2.71,436
482,0.42,Ideal,E,VS2,61.6,57.0,4.79,4.82,2.96,908
483,0.41,Ideal,I,IF,62.6,57.0,4.74,4.78,2.98,1007
484,0.38,Premium,J,VS1,62.1,60.0,4.6,4.64,2.87,600
485,1.31,Premium,H,SI2,61.4,59.0,6.99,6.96,4.28,6602
486,0.76,Very Good,F,VVS2,62.9,58.0,5.76,5.85,3.65,3640
487,2.01,Very Good,I,SI1,61.7,60.0,7.99,8.12,4.97,13464
488,1.18,Very Good,J,SI2,63.5,57.0,6.68,6.74,4.26,4294
489,1.21,Ideal,J,VS1,62.3,55.0,6.81,6.86,4.26,5324
490,0.9,Premium,H,VS2,62.3,58.0,6.18,6.09,3.82,3919
491,0.31,Ideal,G,IF,61.0,56.0,4.37,4.38,2.67,924
492,0.33,Ideal,D,VS2,61.9,53.0,4.49,4.46,2.77,1002
493,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,3380
494,0.3,Fair,F,SI1,64.6,56.0,4.27,4.25,2.75,599
495,0.32,Very Good,E,VS1,62.9,57.0,4.36,4.39,2.75,661
496,1.56,Ideal,G,VS2,62.3,53.0,7.41,7.49,4.64,13787
497,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1011
498,0.34,Very Good,F,VS2,62.3,57.0,4.44,4.48,2.78,686
499,0.7,Ideal,H,VVS2,60.9,56.0,5.76,5.79,3.52,3325
500,0.8,Ideal,E,SI1,61.0,57.0,6.0,6.03,3.67,3890
501,0.3,Ideal,G,VS1,62.0,54.0,4.3,4.35,2.68,605
502,0.31,Ideal,D,VS2,62.3,55.0,4.33,4.37,2.71,734
503,1.5,Premium,H,SI2,62.3,59.0,7.27,7.21,4.52,7291
504,0.35,Ideal,D,VS1,60.8,57.0,4.61,4.57,2.79,952
505,1.03,Premium,G,SI1,61.9,56.0,6.54,6.48,4.03,5037
506,1.02,Very Good,H,SI1,61.0,59.0,6.48,6.53,3.97,5455
507,0.3,Good,D,SI2,63.3,57.0,4.26,4.3,2.71,447
508,1.63,Premium,I,SI1,61.5,60.0,7.59,7.54,4.65,7302
509,0.58,Very Good,D,VVS2,63.0,56.0,5.28,5.35,3.35,2400
510,0.71,Good,E,VS2,62.8,60.0,5.6,5.65,3.53,2836
511,0.71,Premium,F,SI1,62.3,60.0,5.68,5.65,3.53,2458
512,0.55,Premium,F,VS1,61.0,59.0,5.26,5.29,3.22,1755
513,0.25,Very Good,D,VS1,62.1,60.0,4.03,4.05,2.51,410
514,1.01,Very Good,J,SI1,62.9,56.0,6.35,6.4,4.01,3749
515,1.04,Ideal,I,VS2,61.5,57.0,6.49,6.52,4.0,5105
516,1.05,Ideal,G,VS2,61.9,56.0,6.52,6.56,4.05,6486
517,0.55,Ideal,D,VS2,60.2,56.0,5.33,5.38,3.22,2459
518,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1625
519,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,1273
520,0.57,Very Good,E,VS2,61.0,57.0,5.33,5.35,3.26,1785
521,0.36,Ideal,H,VS2,62.1,55.0,4.58,4.57,2.84,729
522,0.9,Very Good,G,SI2,62.1,58.0,6.08,6.13,3.79,3303
523,0.34,Ideal,G,VS2,61.9,55.0,4.53,4.49,2.79,765
524,0.32,Ideal,G,VVS2,61.6,56.0,4.42,4.44,2.73,708
525,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,872
526,0.9,Fair,I,VS2,65.4,60.0,6.03,5.96,3.93,3246
527,0.7,Premium,E,VS2,60.8,58.0,5.74,5.7,3.48,2697
528,0.31,Ideal,I,IF,62.2,54.0,4.36,4.39,2.72,652
529,1.02,Ideal,H,SI2,60.5,57.0,6.56,6.52,3.95,4375
530,0.71,Ideal,F,VVS2,61.6,56.0,5.73,5.75,3.53,4497
531,0.32,Very Good,F,VS2,62.8,53.0,4.34,4.38,2.74,645
532,0.52,Ideal,F,VVS2,62.0,55.0,5.16,5.2,3.21,2168
533,2.32,Ideal,I,SI2,62.0,57.0,8.45,8.49,5.25,17516
534,0.3,Ideal,F,VS2,62.1,57.0,4.27,4.3,2.66,568
535,1.01,Premium,G,VVS2,58.5,59.0,6.66,6.6,3.88,6670
536,0.73,Very Good,E,VS1,63.0,60.0,5.68,5.72,3.59,3607
537,0.51,Good,G,VVS2,58.1,62.0,5.24,5.3,3.06,1813
538,0.9,Very Good,E,SI1,62.5,60.0,6.09,6.13,3.82,3748
539,0.71,Ideal,E,VS1,62.4,54.0,5.71,5.74,3.57,2923
540,0.32,Ideal,E,SI1,61.0,56.0,4.41,4.45,2.7,559
541,0.73,Ideal,E,VS2,62.4,57.0,5.75,5.79,3.6,3201
542,0.23,Ideal,F,VVS2,61.6,54.0,3.97,3.99,2.45,650
543,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13849
544,0.31,Ideal,H,VVS1,62.2,54.0,4.36,4.39,2.72,707
545,0.4,Very Good,D,VS1,64.2,57.0,4.67,4.7,3.01,967
546,1.04,Ideal,E,SI1,62.4,57.0,6.48,6.53,4.06,5528
547,0.36,Very Good,D,VS1,59.0,57.0,4.71,4.74,2.79,832
548,0.36,Ideal,J,VS1,61.7,53.7,4.58,4.62,2.84,513
549,0.44,Good,D,VVS1,59.2,57.0,4.96,5.0,2.95,2250
550,1.35,Ideal,H,VS2,61.6,55.0,7.08,7.02,4.34,6502
551,1.01,Very Good,D,SI1,62.7,58.0,6.34,6.38,3.99,4821
552,1.24,Ideal,G,VS1,61.1,57.0,6.98,6.91,4.24,8449
553,0.56,Very Good,G,SI1,61.1,56.0,5.32,5.34,3.26,1408
554,0.37,Ideal,E,VVS1,61.5,56.0,4.64,4.59,2.84,1179
555,0.91,Premium,E,SI2,61.6,60.0,6.14,6.1,3.77,3846
556,0.33,Ideal,G,VVS1,61.5,56.0,4.46,4.45,2.74,1114
557,1.57,Ideal,J,VS1,62.1,54.0,7.46,7.49,4.64,9683
558,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,7812
559,0.31,Premium,G,IF,61.0,59.0,4.33,4.36,2.65,924
560,1.07,Ideal,J,SI1,62.0,56.0,6.53,6.57,4.06,4235
561,1.23,Very Good,G,VVS1,61.3,57.0,6.88,6.96,4.24,10435
562,0.32,Premium,I,VVS2,61.9,59.0,4.38,4.35,2.7,720
563,0.35,Ideal,F,SI1,62.2,56.0,4.48,4.52,2.8,583
564,1.4,Premium,J,SI1,62.9,59.0,7.16,7.07,4.48,4939
565,0.54,Ideal,F,VS1,60.9,56.0,5.27,5.29,3.21,1937
566,1.01,Premium,D,SI1,59.1,61.0,6.5,6.46,3.83,4909
567,0.32,Ideal,I,VS2,62.0,57.0,4.36,4.41,2.72,449
568,0.91,Very Good,H,VS1,63.4,56.0,6.18,6.12,3.9,4224
569,1.02,Good,F,SI2,64.2,61.0,6.3,6.21,4.02,3633
570,0.33,Ideal,G,IF,61.6,53.0,4.47,4.43,2.74,1052
571,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,2829
572,0.53,Very Good,F,SI1,61.7,55.0,5.22,5.24,3.23,1370
573,1.74,Very Good,F,VS2,62.0,57.0,7.65,7.7,4.76,18430
574,0.9,Fair,I,VS2,64.1,66.0,6.04,5.98,3.85,2921
575,1.0,Good,G,SI1,61.6,62.0,6.37,6.45,3.95,4528
576,0.72,Ideal,H,SI2,61.4,55.0,5.81,5.78,3.56,2112
577,0.9,Premium,F,VS2,62.4,58.0,6.15,6.22,3.86,4801
578,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,2858
579,1.01,Good,G,SI1,62.2,65.0,6.34,6.3,3.93,3871
580,0.7,Premium,E,VS1,62.2,58.0,5.66,5.6,3.5,2826
581,0.52,Fair,E,VVS2,57.2,64.0,5.27,5.36,3.04,2079
582,1.15,Ideal,H,VS2,62.6,57.0,6.75,6.69,4.21,5989
583,0.3,Ideal,D,SI1,61.9,54.0,4.34,4.32,2.68,709
584,0.56,Ideal,F,VS2,61.8,55.0,5.3,5.34,3.29,1950
585,0.32,Ideal,H,VVS1,61.9,55.0,4.38,4.37,2.71,936
586,0.31,Ideal,E,IF,61.3,58.0,4.37,4.4,2.69,1002
587,1.0,Fair,G,SI2,64.6,67.0,6.25,6.19,4.02,3142
588,1.02,Very Good,E,SI1,63.1,57.0,6.43,6.37,4.04,4524
589,0.4,Very Good,H,VVS1,62.9,56.0,4.69,4.72,2.96,954
590,0.7,Ideal,E,SI2,61.0,56.0,5.78,5.72,3.51,2376
591,0.36,Ideal,H,VVS1,62.3,56.0,4.54,4.57,2.84,821
592,1.01,Very Good,G,VS2,61.5,56.0,6.41,6.47,3.96,5759
593,0.23,Very Good,F,VVS2,63.3,57.0,3.91,3.93,2.48,505
594,0.36,Ideal,E,VS1,62.0,54.2,4.55,4.58,2.83,863
595,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,1323
596,0.71,Ideal,I,VS2,61.0,58.0,5.77,5.81,3.53,2141
597,0.73,Very Good,H,VS2,60.8,56.0,5.82,5.84,3.55,2779
598,1.82,Very Good,J,VS1,62.2,56.0,7.83,7.96,4.91,10090
599,0.3,Ideal,G,IF,62.3,54.0,4.32,4.35,2.7,863
600,0.31,Ideal,D,SI1,62.3,55.0,4.33,4.34,2.7,541
601,0.9,Very Good,H,SI2,59.5,63.0,6.31,6.26,3.74,3105
602,0.54,Ideal,F,VVS2,61.0,57.0,5.26,5.3,3.22,2109
603,0.41,Premium,E,VVS1,60.7,58.0,4.8,4.86,2.93,1367
604,1.15,Premium,H,SI1,60.2,60.0,6.87,6.78,4.11,4772
605,1.0,Good,G,VS1,62.4,62.0,6.33,6.37,3.96,6177
606,0.53,Ideal,F,VS1,61.5,56.0,5.26,5.22,3.22,1856
607,0.41,Ideal,F,VVS2,61.4,55.7,4.76,4.79,2.94,1026
608,0.4,Ideal,G,SI2,62.4,56.0,4.71,4.75,2.95,573
609,0.51,Very Good,G,VS2,63.4,55.0,5.06,5.03,3.2,1443
610,0.35,Premium,E,SI1,61.2,58.0,4.53,4.59,2.79,614
611,0.71,Premium,F,VS2,59.3,56.0,5.88,5.82,3.47,2840
612,1.16,Premium,E,SI1,61.3,60.0,6.7,6.64,4.09,6366
613,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,9890
614,0.29,Ideal,E,VVS2,61.9,56.0,4.22,4.24,2.62,815
615,0.53,Ideal,F,SI2,60.9,55.0,5.26,5.29,3.21,1220
616,0.32,Very Good,G,VS1,62.4,58.0,4.35,4.4,2.73,645
617,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5294
618,0.3,Premium,E,VVS2,60.1,59.0,4.37,4.32,2.61,1013
619,2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,13453
620,0.3,Very Good,G,IF,63.0,53.0,4.24,4.3,2.69,895
621,0.51,Ideal,G,VS2,62.0,56.0,5.18,5.11,3.19,1443
622,0.71,Premium,F,VS1,61.8,59.0,5.73,5.69,3.53,2790
623,0.71,Very Good,I,VVS1,63.5,57.0,5.65,5.68,3.6,2456
624,0.42,Ideal,G,VS1,61.4,56.0,4.85,4.82,2.97,984
625,1.64,Premium,I,SI2,61.3,58.0,7.58,7.62,4.66,8587
626,1.32,Premium,G,VS1,60.6,57.0,7.14,7.09,4.31,9979
627,0.93,Very Good,F,SI1,58.8,60.0,6.37,6.49,3.78,4081
628,0.4,Good,I,VVS1,63.9,56.0,4.68,4.64,2.98,1080
629,0.32,Premium,E,SI1,61.9,59.0,4.39,4.36,2.71,720
630,1.0,Premium,H,SI1,61.8,60.0,6.37,6.31,3.92,3991
631,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,2426
632,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1706
633,1.3,Ideal,H,VS2,62.8,56.0,7.03,6.93,4.38,8124
634,0.38,Ideal,E,VS2,61.9,57.0,4.66,4.61,2.87,963
635,1.51,Premium,H,SI2,59.4,62.0,7.47,7.31,4.39,7235
636,1.0,Very Good,E,SI2,59.6,59.0,6.48,6.51,3.87,4321
637,0.4,Ideal,D,VVS2,62.0,56.0,4.74,4.71,2.93,1323
638,1.56,Premium,H,VS2,62.2,58.0,7.41,7.44,4.62,10424
639,1.2,Premium,G,VS1,62.0,58.0,6.76,6.73,4.18,8911
640,1.12,Very Good,D,SI1,59.9,57.0,6.76,6.8,4.06,6132
641,2.15,Ideal,I,SI2,61.7,55.0,8.43,8.24,5.14,14519
642,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,544
643,0.72,Ideal,E,SI2,61.7,57.0,5.72,5.78,3.55,2337
644,0.38,Ideal,G,VVS1,61.9,56.0,4.67,4.7,2.9,993
645,0.46,Ideal,D,VS2,61.8,56.0,4.93,4.97,3.06,1291
646,0.71,Ideal,H,VS2,61.8,55.0,5.73,5.75,3.55,3080
647,0.58,Ideal,I,SI2,61.3,56.0,5.38,5.45,3.32,1158
648,0.5,Fair,E,SI1,66.5,58.0,4.87,4.9,3.25,1098
649,0.7,Very Good,G,SI1,59.1,62.0,5.8,5.91,3.46,2674
650,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,2420
651,0.71,Good,E,SI1,62.8,64.0,5.6,5.54,3.5,2817
652,0.51,Ideal,D,VS2,61.9,54.0,5.14,5.17,3.19,1660
653,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,15486
654,1.1,Very Good,D,VS1,59.7,58.0,6.69,6.72,4.0,9901
655,2.0,Premium,E,SI2,61.8,56.0,8.12,8.05,5.0,18426
656,2.52,Fair,G,I1,66.9,57.0,8.39,8.33,5.6,10076
657,1.2,Ideal,G,SI2,61.1,57.0,6.86,6.83,4.18,5826
658,1.11,Ideal,I,SI2,61.9,57.0,6.62,6.66,4.11,4377
659,0.71,Ideal,E,SI1,60.5,56.0,5.77,5.73,3.47,2823
660,0.57,Ideal,E,VS2,60.4,57.0,5.4,5.35,3.25,1949
661,1.52,Premium,J,VS1,62.2,59.0,7.32,7.38,4.57,8426
662,1.03,Fair,I,SI1,57.4,61.0,6.67,6.71,3.84,3892
663,0.31,Ideal,F,VS2,62.3,57.0,4.3,4.34,2.69,625
664,0.41,Very Good,F,VVS1,58.9,58.0,4.84,4.87,2.86,1295
665,0.7,Ideal,D,VS1,61.4,54.2,5.72,5.76,3.52,3752
666,0.51,Very Good,E,SI1,60.3,63.0,5.13,5.06,3.07,1340
667,0.41,Very Good,D,VS2,62.8,58.0,4.73,4.76,2.98,779
668,1.32,Very Good,J,SI2,61.7,60.0,6.95,7.01,4.31,5513
669,0.42,Ideal,E,SI1,61.3,57.0,4.81,4.79,2.94,992
670,0.63,Ideal,E,VVS2,61.6,57.0,5.52,5.49,3.39,2697
671,0.4,Ideal,D,SI1,60.8,57.0,4.81,4.77,2.91,990
672,0.54,Ideal,F,VVS1,60.5,55.0,5.31,5.33,3.22,2356
673,1.22,Very Good,G,VS1,61.2,58.0,6.85,6.9,4.21,9261
674,1.2,Good,G,VS1,63.6,58.0,6.59,6.56,4.18,8387
675,1.72,Premium,G,VS1,59.4,60.0,7.82,7.86,4.66,17605
676,1.0,Very Good,G,SI1,59.6,60.0,6.43,6.49,3.85,4997
677,0.4,Ideal,F,VS1,61.6,55.0,4.74,4.78,2.93,917
678,0.74,Very Good,E,SI1,63.5,56.0,5.74,5.79,3.66,2803
679,0.65,Ideal,G,VVS1,61.9,56.0,5.56,5.59,3.45,3248
680,1.1,Ideal,G,VS1,61.5,57.0,6.62,6.65,4.08,6984
681,0.3,Ideal,E,VS1,60.7,57.0,4.36,4.31,2.63,911
682,1.22,Good,G,SI2,64.0,61.0,6.75,6.68,4.3,4181
683,0.71,Very Good,F,SI1,63.2,56.0,5.66,5.61,3.56,2198
684,2.03,Very Good,J,VVS2,63.2,60.0,7.94,7.88,5.0,16043
685,0.77,Ideal,E,SI1,61.0,56.0,5.92,5.94,3.62,3827
686,0.7,Premium,E,VS1,62.7,60.0,5.64,5.59,3.52,2695
687,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,3130
688,1.5,Very Good,H,SI1,61.0,55.0,7.35,7.44,4.51,9987
689,0.55,Ideal,E,VS2,59.3,57.0,5.43,5.39,3.21,1767
690,0.72,Premium,D,SI2,59.1,58.0,5.88,5.83,3.46,2043
691,0.3,Ideal,E,VS1,62.5,56.0,4.27,4.31,2.68,694
692,0.8,Ideal,F,SI2,61.8,59.0,5.94,5.96,3.68,3066
693,1.5,Very Good,I,VS2,60.1,60.0,7.38,7.35,4.43,8974
694,0.3,Ideal,E,VVS2,61.3,54.0,4.34,4.37,2.67,837
695,1.05,Very Good,I,SI1,62.6,56.0,6.49,6.45,4.05,4688
696,0.7,Ideal,D,VS1,61.4,57.0,5.71,5.76,3.52,4323
697,0.63,Very Good,G,VS1,61.5,56.0,5.53,5.49,3.39,1960
698,0.27,Ideal,E,VVS2,62.0,55.0,4.14,4.12,2.56,799
699,1.01,Premium,H,SI1,58.2,62.0,6.54,6.48,3.78,4191
700,0.71,Premium,H,VS2,62.0,54.0,5.73,5.69,3.54,2249
701,1.18,Ideal,I,SI2,61.9,54.0,6.77,6.84,4.21,5163
702,0.59,Ideal,D,IF,60.9,57.0,5.4,5.43,3.3,4208
703,2.18,Premium,J,SI1,62.9,59.0,8.25,8.21,5.18,13938
704,0.7,Very Good,E,VVS2,59.2,61.0,5.79,5.84,3.44,3154
705,0.9,Premium,H,VS2,61.3,59.0,6.24,6.19,3.81,4082
706,0.31,Very Good,E,SI1,63.1,57.0,4.35,4.3,2.73,698
